Nh,BOOK,"(0, 1)","(1, 2)",﻿,《军阀治世》,"['\ufeff', '《军阀治世》']",军阀治世.txt
Ns,Ns,"(5, 6)","(7, 8)",及颍州,邯郸,"['首先', '命令', '山东', '各地', '，', '及颍州', '、', '邯郸', '戒严', '，', '同时', '赵岩', '派出', '了', '几个', '心腹', '的', '教委', '，', '前往', '颍州', '和', '邯郸', '，', '以防', '内部', '出现', '问题', '。']",军阀治世.txt
Ns,Nh,"(5, 6)","(11, 12)",及颍州,赵岩,"['首先', '命令', '山东', '各地', '，', '及颍州', '、', '邯郸', '戒严', '，', '同时', '赵岩', '派出', '了', '几个', '心腹', '的', '教委', '，', '前往', '颍州', '和', '邯郸', '，', '以防', '内部', '出现', '问题', '。']",军阀治世.txt
Ns,Nh,"(7, 8)","(11, 12)",邯郸,赵岩,"['首先', '命令', '山东', '各地', '，', '及颍州', '、', '邯郸', '戒严', '，', '同时', '赵岩', '派出', '了', '几个', '心腹', '的', '教委', '，', '前往', '颍州', '和', '邯郸', '，', '以防', '内部', '出现', '问题', '。']",军阀治世.txt
Ns,Ns,"(20, 21)","(22, 23)",颍州,邯郸,"['首先', '命令', '山东', '各地', '，', '及颍州', '、', '邯郸', '戒严', '，', '同时', '赵岩', '派出', '了', '几个', '心腹', '的', '教委', '，', '前往', '颍州', '和', '邯郸', '，', '以防', '内部', '出现', '问题', '。']",军阀治世.txt
Nh,Nh,"(11, 12)","(13, 14)",卢象升,朱大典,"['此番', '欲', '清君侧', '，', '必须', '有人', '支持', '，', '而', '他', '给', '卢象升', '、', '朱大典', '写信', '，', '就是', '想', '获得', '他们', '二人', '的', '支持', '，', '或者', '让', '他们', '保持中立', '也', '可', '。']",军阀治世.txt
Ns,Nh,"(2, 3)","(4, 5)",四川,邵捷春,"['而', '给', '四川', '巡抚', '邵捷春', '的', '书信', '，', '则', '是', '尽量', '让', '其', '保持中立', '，', '以免', '坏', '了', '移民', '大计', '，', '另外', '还', '送', '上', '白银', '万两', '。']",军阀治世.txt
Nh,Nh,"(14, 15)","(19, 20)",赵岩,邵捷春,"['在', '赵岩', '打出', '清君侧', '的', '旗号', '下', '，', '相信', '此人', '会', '作壁上观', '，', '而', '赵岩', '主动', '与其', '接触', '，', '邵捷春', '自然', '不会', '放弃', '赵岩', '递出', '的', '善意', '，', '毕竟', '这是', '一条', '政治', '后路', '，', '在', '不', '知道', '谁', '胜', '谁', '负', '的', '情况', '下', '，', '两边', '下', '筹码', '是', '最好', '的', '。']",军阀治世.txt
Nh,Nh,"(19, 20)","(23, 24)",邵捷春,赵岩,"['在', '赵岩', '打出', '清君侧', '的', '旗号', '下', '，', '相信', '此人', '会', '作壁上观', '，', '而', '赵岩', '主动', '与其', '接触', '，', '邵捷春', '自然', '不会', '放弃', '赵岩', '递出', '的', '善意', '，', '毕竟', '这是', '一条', '政治', '后路', '，', '在', '不', '知道', '谁', '胜', '谁', '负', '的', '情况', '下', '，', '两边', '下', '筹码', '是', '最好', '的', '。']",军阀治世.txt
Nh,Nh,"(2, 3)","(4, 5)",曹操,袁绍,"['就', '如同', '曹操', '和', '袁绍', '大战', '时', '，', '曹操', '的', '谋士', '却', '写信给', '袁绍', '，', '给', '自己', '留后路', '一样', '。']",军阀治世.txt
Nh,Nh,"(2, 3)","(8, 9)",曹操,曹操,"['就', '如同', '曹操', '和', '袁绍', '大战', '时', '，', '曹操', '的', '谋士', '却', '写信给', '袁绍', '，', '给', '自己', '留后路', '一样', '。']",军阀治世.txt
Nh,Nh,"(4, 5)","(8, 9)",袁绍,曹操,"['就', '如同', '曹操', '和', '袁绍', '大战', '时', '，', '曹操', '的', '谋士', '却', '写信给', '袁绍', '，', '给', '自己', '留后路', '一样', '。']",军阀治世.txt
Nh,Nh,"(8, 9)","(13, 14)",曹操,袁绍,"['就', '如同', '曹操', '和', '袁绍', '大战', '时', '，', '曹操', '的', '谋士', '却', '写信给', '袁绍', '，', '给', '自己', '留后路', '一样', '。']",军阀治世.txt
Nh,BOOK,"(2, 3)","(9, 10)",赵岩,《清君侧告书》,"['这时', '，', '赵岩', '让', '人', '把', '起草', '好', '的', '《清君侧告书》', '张贴', '了', '出去', '。']",军阀治世.txt
Ns,Ns,"(36, 37)","(43, 44)",昌平,山东,"['“', '告', '天下', '士绅', '、', '百姓', '，', '吾', '赵岩', '六年', '弃笔从戎', '，', '操练', '乡勇', '，', '国耻', '家仇', '莫', '不敢', '忘', '，', '三年', '尝胆', '，', '九年', '誓死', '勤王', '，', '不负', '天下', '绅士', '、', '百姓', '所望', '，', '于', '昌平', '大败', '建虏', '五万', '大军', '，', '十年', '山东', '将士', '未曾', '领', '朝廷', '粮饷', '半', '槲', '，', '血洒', '辽东', '，', '收复', '东江', '失地', '近半', '，', '建虏', '元气大伤', '，', '若', '挥师', '伐', '之', '，', '必', '可', '收复', '辽东', '全境', '。']",军阀治世.txt
Ns,Ns,"(53, 54)","(56, 57)",辽东,东江,"['“', '告', '天下', '士绅', '、', '百姓', '，', '吾', '赵岩', '六年', '弃笔从戎', '，', '操练', '乡勇', '，', '国耻', '家仇', '莫', '不敢', '忘', '，', '三年', '尝胆', '，', '九年', '誓死', '勤王', '，', '不负', '天下', '绅士', '、', '百姓', '所望', '，', '于', '昌平', '大败', '建虏', '五万', '大军', '，', '十年', '山东', '将士', '未曾', '领', '朝廷', '粮饷', '半', '槲', '，', '血洒', '辽东', '，', '收复', '东江', '失地', '近半', '，', '建虏', '元气大伤', '，', '若', '挥师', '伐', '之', '，', '必', '可', '收复', '辽东', '全境', '。']",军阀治世.txt
Ns,BOOK,"(0, 1)","(1, 2)",山东,《大明日报》,"['山东', '《大明日报》', '之以', '创报', '，', '乃为', '百姓', '之意', '可上', '达天', '听', '，', '君之意', '可', '闻达', '天下', '士绅', '，', '然', '朝廷', '今欲', '查禁', '，', '何所故', '？']",军阀治世.txt
Nh,Ns,"(7, 8)","(10, 11)",王文岳,关东,"['这次', '返航', '带来', '了', '一个', '好消息', '，', '王文岳', '已经', '在', '关东', '平原', '站稳脚跟', '，', '并且', '已经', '将', '江户', '围住', '，', '三万', '乡勇', '投送', '横滨', '后', '，', '王文岳', '便', '要', '实施', '对', '江户', '的', '进攻', '。']",军阀治世.txt
Ns,Ns,"(10, 11)","(17, 18)",关东,江户,"['这次', '返航', '带来', '了', '一个', '好消息', '，', '王文岳', '已经', '在', '关东', '平原', '站稳脚跟', '，', '并且', '已经', '将', '江户', '围住', '，', '三万', '乡勇', '投送', '横滨', '后', '，', '王文岳', '便', '要', '实施', '对', '江户', '的', '进攻', '。']",军阀治世.txt
Ns,Ns,"(17, 18)","(23, 24)",江户,横滨,"['这次', '返航', '带来', '了', '一个', '好消息', '，', '王文岳', '已经', '在', '关东', '平原', '站稳脚跟', '，', '并且', '已经', '将', '江户', '围住', '，', '三万', '乡勇', '投送', '横滨', '后', '，', '王文岳', '便', '要', '实施', '对', '江户', '的', '进攻', '。']",军阀治世.txt
Ns,Nh,"(23, 24)","(26, 27)",横滨,王文岳,"['这次', '返航', '带来', '了', '一个', '好消息', '，', '王文岳', '已经', '在', '关东', '平原', '站稳脚跟', '，', '并且', '已经', '将', '江户', '围住', '，', '三万', '乡勇', '投送', '横滨', '后', '，', '王文岳', '便', '要', '实施', '对', '江户', '的', '进攻', '。']",军阀治世.txt
Nh,Ns,"(9, 10)","(11, 12)",王文岳,关东,"['对', '日', '作战', '基本上', '没有', '什么', '悬念', '，', '以', '王文岳', '在', '关东', '的', '作战', '过程', '来看', '，', '日本', '军队', '的', '战斗力', '非常', '弱']",军阀治世.txt
Ns,Ns,"(11, 12)","(17, 18)",关东,日本,"['对', '日', '作战', '基本上', '没有', '什么', '悬念', '，', '以', '王文岳', '在', '关东', '的', '作战', '过程', '来看', '，', '日本', '军队', '的', '战斗力', '非常', '弱']",军阀治世.txt
Nh,Ns,"(2, 3)","(4, 5)",王文岳,日本,"['就算', '是', '王文岳', '在', '日本', '进攻', '受挫', '，', '以', '山东', '的', '实力', '，', '随时', '可以', '再', '动员', '数万', '人', '投入', '日本', '战场', '，', '毕竟', '现在', '山东', '人员', '猛增', '两百余万', '，', '山东', '在', '农业', '方面', '已经', '不缺', '人口', '。']",军阀治世.txt
Nh,Ns,"(2, 3)","(9, 10)",王文岳,山东,"['就算', '是', '王文岳', '在', '日本', '进攻', '受挫', '，', '以', '山东', '的', '实力', '，', '随时', '可以', '再', '动员', '数万', '人', '投入', '日本', '战场', '，', '毕竟', '现在', '山东', '人员', '猛增', '两百余万', '，', '山东', '在', '农业', '方面', '已经', '不缺', '人口', '。']",军阀治世.txt
Ns,Ns,"(4, 5)","(9, 10)",日本,山东,"['就算', '是', '王文岳', '在', '日本', '进攻', '受挫', '，', '以', '山东', '的', '实力', '，', '随时', '可以', '再', '动员', '数万', '人', '投入', '日本', '战场', '，', '毕竟', '现在', '山东', '人员', '猛增', '两百余万', '，', '山东', '在', '农业', '方面', '已经', '不缺', '人口', '。']",军阀治世.txt
Ns,Ns,"(20, 21)","(25, 26)",日本,山东,"['就算', '是', '王文岳', '在', '日本', '进攻', '受挫', '，', '以', '山东', '的', '实力', '，', '随时', '可以', '再', '动员', '数万', '人', '投入', '日本', '战场', '，', '毕竟', '现在', '山东', '人员', '猛增', '两百余万', '，', '山东', '在', '农业', '方面', '已经', '不缺', '人口', '。']",军阀治世.txt
Ns,Ns,"(25, 26)","(30, 31)",山东,山东,"['就算', '是', '王文岳', '在', '日本', '进攻', '受挫', '，', '以', '山东', '的', '实力', '，', '随时', '可以', '再', '动员', '数万', '人', '投入', '日本', '战场', '，', '毕竟', '现在', '山东', '人员', '猛增', '两百余万', '，', '山东', '在', '农业', '方面', '已经', '不缺', '人口', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(2, 3)",赵全,赵岩,"['赵全', '对', '赵岩', '说道', '，', '“', '若', '是', '私人', '对', '倭奴', '过分', '虐待', '，', '定然', '会引', '倭奴', '反抗', '。', '”']",军阀治世.txt
Nh,Ns,"(26, 27)","(29, 30)",郭挚,夏威夷,"['同时', '制定', '《倭奴管理办法》', '，', '禁止', '虐待', '倭奴', '，', '集中管理', '时', '，', '吃', '穿', '方面', '，', '不能', '让', '他们', '挨饿受冻', '，', '生产', '积极性', '方面', '，', '可以', '参照', '郭挚', '云', '在', '夏威夷', '的', '种种', '策略', '。', '”']",军阀治世.txt
Ns,Ns,"(0, 1)","(3, 4)",日本,中国,"['日本', '人', '和', '中国', '人', '都', '属于', '黄种人', '，', '在', '这种', '征服', '下', '的', '混血', '并', '无', '问题', '，', '不过', '那些', '长得', '丑', '的', '，', '还是', '丢', '到', '矿山', '去', '挖矿', '吧']",军阀治世.txt
Nh,Ns,"(1, 2)","(7, 9)",赵岩,山东东三府,"['目前', '赵岩', '的', '势力范围', '，', '其实', '只有', '山东', '东三府', '及', '辽东半岛', '、', '朝鲜', '，', '至于', '山', '东西', '三府', '，', '虽然', '在', '行政', '上', '已经', '归', '他', '管理', '，', '但', '在', '实力', '方面', '，', '除了', '在', '人口', '方面', '有所', '增强', '外', '，', '钱粮', '方面', '帮助', '亦', '不大', '。']",军阀治世.txt
Ns,Ns,"(7, 9)","(10, 11)",山东东三府,辽东半岛,"['目前', '赵岩', '的', '势力范围', '，', '其实', '只有', '山东', '东三府', '及', '辽东半岛', '、', '朝鲜', '，', '至于', '山', '东西', '三府', '，', '虽然', '在', '行政', '上', '已经', '归', '他', '管理', '，', '但', '在', '实力', '方面', '，', '除了', '在', '人口', '方面', '有所', '增强', '外', '，', '钱粮', '方面', '帮助', '亦', '不大', '。']",军阀治世.txt
Ns,Ns,"(7, 9)","(12, 13)",山东东三府,朝鲜,"['目前', '赵岩', '的', '势力范围', '，', '其实', '只有', '山东', '东三府', '及', '辽东半岛', '、', '朝鲜', '，', '至于', '山', '东西', '三府', '，', '虽然', '在', '行政', '上', '已经', '归', '他', '管理', '，', '但', '在', '实力', '方面', '，', '除了', '在', '人口', '方面', '有所', '增强', '外', '，', '钱粮', '方面', '帮助', '亦', '不大', '。']",军阀治世.txt
Ns,Ns,"(10, 11)","(12, 13)",辽东半岛,朝鲜,"['目前', '赵岩', '的', '势力范围', '，', '其实', '只有', '山东', '东三府', '及', '辽东半岛', '、', '朝鲜', '，', '至于', '山', '东西', '三府', '，', '虽然', '在', '行政', '上', '已经', '归', '他', '管理', '，', '但', '在', '实力', '方面', '，', '除了', '在', '人口', '方面', '有所', '增强', '外', '，', '钱粮', '方面', '帮助', '亦', '不大', '。']",军阀治世.txt
Ns,Ns,"(22, 23)","(24, 25)",辽东,朝鲜,"['在', '还', '没有', '对', '特权阶级', '动手', '前', '，', '赵岩', '只能', '自主', '开处', '*', '女地', '，', '所以', '未来', '开', '的', '重点', '就', '在于', '辽东', '与', '朝鲜', '。']",军阀治世.txt
Ns,Ns,"(0, 1)","(2, 3)",辽东,朝鲜,"['辽东', '与', '朝鲜', '的', '农业', '是', '按照', '农场', '的', '模式', '进行', '开', '，', '所以', '必须', '有', '足够', '的', '倭奴', '作为', '农场', '的', '生产', '。']",军阀治世.txt
Ns,Ns,"(13, 14)","(15, 16)",辽东,朝鲜,"['所以', '在', '日本', '的', '兵力', '还', '得', '进一步', '增加', '，', '以', '保证', '对', '辽东', '、', '朝鲜', '的', '开', '。']",军阀治世.txt
Nh,Nh,"(13, 14)","(17, 18)",赵岩,大明,"['只有', '把', '崇祯', '打垮', '，', '打', '掉', '中央', '皇朝', '的', '绝对', '权威', '，', '赵岩', '才能', '逐步', '对', '大明', '的', '特权阶级', '动', '刀子', '，', '但', '这个', '过程', '中', '，', '必须', '尽量避免', '混乱', '的', '生', '。']",军阀治世.txt
Ns,Ns,"(16, 17)","(18, 19)",辽东,日本,"['唯一', '的', '办法', '就是', '打上', '一仗', '，', '让', '崇祯', '老实', '点', '，', '不要', '妨碍', '他', '在', '辽东', '和', '日本', '的', '作战', '，', '以及', '人口', '的', '迁移', '。']",军阀治世.txt
Ns,Nh,"(13, 14)","(18, 19)",辽东,迅,"['当天', '，', '赵岩', '便', '带上', '参谋部', '，', '直接', '带上', '八千', '骑兵', '，', '及', '辽东', '军', '第二炮兵', '营', '，', '迅', '登上', '从', '日本', '返航', '的', '二十艘', '飞剪', '船', '，', '直奔', '天津', '而', '去', '。']",军阀治世.txt
Nh,Ns,"(18, 19)","(21, 22)",迅,日本,"['当天', '，', '赵岩', '便', '带上', '参谋部', '，', '直接', '带上', '八千', '骑兵', '，', '及', '辽东', '军', '第二炮兵', '营', '，', '迅', '登上', '从', '日本', '返航', '的', '二十艘', '飞剪', '船', '，', '直奔', '天津', '而', '去', '。']",军阀治世.txt
Ns,Ni,"(2, 3)","(7, 10)",辽东,朝鲜辽东军,"['同时', '命令', '辽东', '作战', '参谋部', '，', '调遣', '朝鲜', '辽东', '军', '第二', '步兵营', '登陆', '天津', '塘沽', '。']",军阀治世.txt
Ni,Ns,"(7, 10)","(13, 15)",朝鲜辽东军,天津塘沽,"['同时', '命令', '辽东', '作战', '参谋部', '，', '调遣', '朝鲜', '辽东', '军', '第二', '步兵营', '登陆', '天津', '塘沽', '。']",军阀治世.txt
Ns,Ns,"(0, 1)","(6, 7)",朝鲜,鸭绿江,"['朝鲜', '有', '三线', '部队驻防', '，', '加上', '鸭绿江', '又', '辽东', '方面', '的', '兵马', '封锁', '，', '对付', '窜入', '山区', '的', '清兵', '足矣', '，', '辽东', '军', '第二', '步兵营', '原本', '是', '要', '投送', '到', '九州岛', '的', '，', '不过', '计划', '必须', '推迟', '。']",军阀治世.txt
Ns,Ns,"(6, 7)","(8, 9)",鸭绿江,辽东,"['朝鲜', '有', '三线', '部队驻防', '，', '加上', '鸭绿江', '又', '辽东', '方面', '的', '兵马', '封锁', '，', '对付', '窜入', '山区', '的', '清兵', '足矣', '，', '辽东', '军', '第二', '步兵营', '原本', '是', '要', '投送', '到', '九州岛', '的', '，', '不过', '计划', '必须', '推迟', '。']",军阀治世.txt
Ns,Ns,"(20, 21)","(22, 23)",山西,南直隶,"['此刻', '，', '各地', '督抚', '接到', '崇祯', '的', '圣旨', '后', '，', '立即', '展开', '对济民', '客栈', '及', '《大明日报》', '的', '查封', '，', '唯有', '山西', '、', '南直隶', '五府', '未动', '，', '只是', '暂时', '限制', '《大明日报》', '的', '售', '，', '并未', '进行', '查封', '，', '卢象升', '与', '朱大典', '二人', '自然', '知道', '这是', '赵岩', '的', '产业', '。']",军阀治世.txt
Ns,BOOK,"(20, 21)","(15, 16)",山西,《大明日报》,"['此刻', '，', '各地', '督抚', '接到', '崇祯', '的', '圣旨', '后', '，', '立即', '展开', '对济民', '客栈', '及', '《大明日报》', '的', '查封', '，', '唯有', '山西', '、', '南直隶', '五府', '未动', '，', '只是', '暂时', '限制', '《大明日报》', '的', '售', '，', '并未', '进行', '查封', '，', '卢象升', '与', '朱大典', '二人', '自然', '知道', '这是', '赵岩', '的', '产业', '。']",军阀治世.txt
Ns,BOOK,"(22, 23)","(15, 16)",南直隶,《大明日报》,"['此刻', '，', '各地', '督抚', '接到', '崇祯', '的', '圣旨', '后', '，', '立即', '展开', '对济民', '客栈', '及', '《大明日报》', '的', '查封', '，', '唯有', '山西', '、', '南直隶', '五府', '未动', '，', '只是', '暂时', '限制', '《大明日报》', '的', '售', '，', '并未', '进行', '查封', '，', '卢象升', '与', '朱大典', '二人', '自然', '知道', '这是', '赵岩', '的', '产业', '。']",军阀治世.txt
Ns,BOOK,"(22, 23)","(29, 30)",南直隶,《大明日报》,"['此刻', '，', '各地', '督抚', '接到', '崇祯', '的', '圣旨', '后', '，', '立即', '展开', '对济民', '客栈', '及', '《大明日报》', '的', '查封', '，', '唯有', '山西', '、', '南直隶', '五府', '未动', '，', '只是', '暂时', '限制', '《大明日报》', '的', '售', '，', '并未', '进行', '查封', '，', '卢象升', '与', '朱大典', '二人', '自然', '知道', '这是', '赵岩', '的', '产业', '。']",军阀治世.txt
Nh,Nh,"(37, 38)","(39, 40)",卢象升,朱大典,"['此刻', '，', '各地', '督抚', '接到', '崇祯', '的', '圣旨', '后', '，', '立即', '展开', '对济民', '客栈', '及', '《大明日报》', '的', '查封', '，', '唯有', '山西', '、', '南直隶', '五府', '未动', '，', '只是', '暂时', '限制', '《大明日报》', '的', '售', '，', '并未', '进行', '查封', '，', '卢象升', '与', '朱大典', '二人', '自然', '知道', '这是', '赵岩', '的', '产业', '。']",军阀治世.txt
Nh,Nh,"(37, 38)","(44, 45)",卢象升,赵岩,"['此刻', '，', '各地', '督抚', '接到', '崇祯', '的', '圣旨', '后', '，', '立即', '展开', '对济民', '客栈', '及', '《大明日报》', '的', '查封', '，', '唯有', '山西', '、', '南直隶', '五府', '未动', '，', '只是', '暂时', '限制', '《大明日报》', '的', '售', '，', '并未', '进行', '查封', '，', '卢象升', '与', '朱大典', '二人', '自然', '知道', '这是', '赵岩', '的', '产业', '。']",军阀治世.txt
Nh,Nh,"(39, 40)","(44, 45)",朱大典,赵岩,"['此刻', '，', '各地', '督抚', '接到', '崇祯', '的', '圣旨', '后', '，', '立即', '展开', '对济民', '客栈', '及', '《大明日报》', '的', '查封', '，', '唯有', '山西', '、', '南直隶', '五府', '未动', '，', '只是', '暂时', '限制', '《大明日报》', '的', '售', '，', '并未', '进行', '查封', '，', '卢象升', '与', '朱大典', '二人', '自然', '知道', '这是', '赵岩', '的', '产业', '。']",军阀治世.txt
Ns,BOOK,"(3, 4)","(5, 6)",山东,《清君侧告书》,"['八月', '初九', '，', '山东', '贴出', '《清君侧告书》', '，', '顿时', '全鲁', '震惊', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(4, 5)",颜继祖,赵岩,"['颜继祖', '万万', '想不到', '，', '赵岩', '竟然', '这么', '早就', '对', '朝廷', '动手', '了', '。']",军阀治世.txt
Nh,Ns,"(14, 15)","(19, 20)",赵岩,山东,"['而', '山东', '的', '士绅', '在', '震惊', '之', '余', '，', '却', '不敢', '轻举妄动', '，', '因为', '赵岩', '已经', '控制', '了', '全', '山东', '的', '兵马', '，', '在', '山东', '找不出', '任何', '一支', '其他', '武装', '势力', '。']",军阀治世.txt
Ns,Ns,"(19, 20)","(24, 25)",山东,山东,"['而', '山东', '的', '士绅', '在', '震惊', '之', '余', '，', '却', '不敢', '轻举妄动', '，', '因为', '赵岩', '已经', '控制', '了', '全', '山东', '的', '兵马', '，', '在', '山东', '找不出', '任何', '一支', '其他', '武装', '势力', '。']",军阀治世.txt
Nh,Nh,"(3, 4)","(7, 8)",赵岩,赵岩,"['卫所', '悉数', '被', '赵岩', '掌控', '，', '同时', '赵岩', '还', '在', '山东', '各地', '团练', '乡勇', '，', '全部', '都', '安插', '了', '经过', '洗脑', '的', '军政人员', '。']",军阀治世.txt
Nh,Ns,"(3, 4)","(10, 11)",赵岩,山东,"['卫所', '悉数', '被', '赵岩', '掌控', '，', '同时', '赵岩', '还', '在', '山东', '各地', '团练', '乡勇', '，', '全部', '都', '安插', '了', '经过', '洗脑', '的', '军政人员', '。']",军阀治世.txt
Nh,Ns,"(7, 8)","(10, 11)",赵岩,山东,"['卫所', '悉数', '被', '赵岩', '掌控', '，', '同时', '赵岩', '还', '在', '山东', '各地', '团练', '乡勇', '，', '全部', '都', '安插', '了', '经过', '洗脑', '的', '军政人员', '。']",军阀治世.txt
Ns,Nh,"(6, 7)","(9, 10)",山东,赵岩,"['自然', '，', '舆论', '也', '就', '在', '山东', '一面倒', '向', '赵岩', '。']",军阀治世.txt
Nh,Ns,"(48, 49)","(54, 55)",赵岩,东三府,"['相比之下', '，', '西三府', '的', '舆论', '，', '则', '少', '了', '许多', '要', '赵岩', '当', '皇帝', '的', '言语', '，', '不过', '在', '宣传部', '下达', '的', '宣传', '指示', '下', '，', '各地', '行政', '处', '开始', '大力', '宣传', '，', '一方面', '宣传', '赵岩', '的', '伟岸', '，', '一方面', '宣传', '朝廷', '的', '混用', '，', '百姓', '还是', '支持', '赵岩', '清君侧', '的', '，', '只是', '没有', '东三府', '那般', '热烈', '。']",军阀治世.txt
Ns,Nh,"(0, 1)","(3, 4)",渤海,赵岩,"['渤海', '风高', '，', '赵岩', '刚带', '着', '兵马', '出海', '，', '海面', '上', '便', '刮起', '了', '大风', '，', '好', '在', '飞剪', '船', '吨位', '大', '，', '此次', '所带', '的', '物资', '也', '不是', '很多', '，', '船只', '没有', '载', '。']",军阀治世.txt
Ns,Ns,"(9, 10)","(11, 13)",龙口,天津大沽口,"['赵岩', '只用', '了', '一', '昼夜', '，', '便', '已', '从', '龙口', '到达', '天津', '大沽口', '，', '天津', '方面', '的', '守军', '根本', '不', '知道', '赵岩', '清君侧', '的', '事', '，', '见', '是', '山东', '兵马', '到达', '，', '丝毫', '不敢', '阻拦', '。']",军阀治世.txt
Ns,Ns,"(9, 10)","(14, 15)",龙口,天津,"['赵岩', '只用', '了', '一', '昼夜', '，', '便', '已', '从', '龙口', '到达', '天津', '大沽口', '，', '天津', '方面', '的', '守军', '根本', '不', '知道', '赵岩', '清君侧', '的', '事', '，', '见', '是', '山东', '兵马', '到达', '，', '丝毫', '不敢', '阻拦', '。']",军阀治世.txt
Ns,Ns,"(11, 13)","(14, 15)",天津大沽口,天津,"['赵岩', '只用', '了', '一', '昼夜', '，', '便', '已', '从', '龙口', '到达', '天津', '大沽口', '，', '天津', '方面', '的', '守军', '根本', '不', '知道', '赵岩', '清君侧', '的', '事', '，', '见', '是', '山东', '兵马', '到达', '，', '丝毫', '不敢', '阻拦', '。']",军阀治世.txt
Ns,Nh,"(14, 15)","(21, 22)",天津,赵岩,"['赵岩', '只用', '了', '一', '昼夜', '，', '便', '已', '从', '龙口', '到达', '天津', '大沽口', '，', '天津', '方面', '的', '守军', '根本', '不', '知道', '赵岩', '清君侧', '的', '事', '，', '见', '是', '山东', '兵马', '到达', '，', '丝毫', '不敢', '阻拦', '。']",军阀治世.txt
Nh,Ns,"(21, 22)","(28, 29)",赵岩,山东,"['赵岩', '只用', '了', '一', '昼夜', '，', '便', '已', '从', '龙口', '到达', '天津', '大沽口', '，', '天津', '方面', '的', '守军', '根本', '不', '知道', '赵岩', '清君侧', '的', '事', '，', '见', '是', '山东', '兵马', '到达', '，', '丝毫', '不敢', '阻拦', '。']",军阀治世.txt
Ns,Nh,"(4, 5)","(10, 11)",山东,赵岩,"['京畿', '百姓', '皆', '对', '山东', '兵马', '称道', '不已', '，', '此番', '赵岩', '打出', '清君侧', '的', '名号', '，', '深受', '官吏', '压榨', '的', '百姓', '，', '许多', '也', '都', '对', '赵岩', '抱', '着', '支持', '的', '态度', '，', '希望', '他', '能', '将', '朝', '中人', '铲除', '，', '让', '大明', '官场', '恢复', '清明', '。']",军阀治世.txt
Ns,Nh,"(7, 8)","(9, 10)",山东,赵岩,"['“', '尚书', '大人', '，', '建威', '大将军', '，', '山东', '总兵', '赵岩', '突然', '从', '海路', '登陆', '天津', '，', '并', '打出', '‘', '清君侧', '’', '之', '旗号', '，', '正向', '京师', '进军', '。', '”']",军阀治世.txt
Ns,Ns,"(7, 8)","(14, 15)",山东,天津,"['“', '尚书', '大人', '，', '建威', '大将军', '，', '山东', '总兵', '赵岩', '突然', '从', '海路', '登陆', '天津', '，', '并', '打出', '‘', '清君侧', '’', '之', '旗号', '，', '正向', '京师', '进军', '。', '”']",军阀治世.txt
Nh,Ns,"(9, 10)","(14, 15)",赵岩,天津,"['“', '尚书', '大人', '，', '建威', '大将军', '，', '山东', '总兵', '赵岩', '突然', '从', '海路', '登陆', '天津', '，', '并', '打出', '‘', '清君侧', '’', '之', '旗号', '，', '正向', '京师', '进军', '。', '”']",军阀治世.txt
Ns,Nh,"(14, 15)","(20, 21)",山东,赵岩,"['查禁', '大明', '日报', '和济民', '客栈', '可能', '还', '没什么', '，', '但', '这', '禁止', '百姓', '进入', '山东', '，', '却是', '威胁', '到', '了', '赵岩', '在', '扩张', '中', '的', '根本', '所在', '。']",军阀治世.txt
Nh,Nh,"(0, 1)","(3, 4)",骆,杨嗣昌,"['骆', '养性', '与', '杨嗣昌', '齐齐', '进宫', '急报', '，', '崇祯', '此时', '正在', '吃饭', '，', '一', '听到', '锦衣卫', '的', '报告', '，', '手上', '的', '调羹', '啪嗒', '一声', '掉', '到', '了', '地上', '。']",军阀治世.txt
Nh,Ns,"(3, 4)","(8, 9)",杨嗣昌,崇祯,"['骆', '养性', '与', '杨嗣昌', '齐齐', '进宫', '急报', '，', '崇祯', '此时', '正在', '吃饭', '，', '一', '听到', '锦衣卫', '的', '报告', '，', '手上', '的', '调羹', '啪嗒', '一声', '掉', '到', '了', '地上', '。']",军阀治世.txt
Ns,Nh,"(8, 9)","(15, 16)",崇祯,锦衣卫,"['骆', '养性', '与', '杨嗣昌', '齐齐', '进宫', '急报', '，', '崇祯', '此时', '正在', '吃饭', '，', '一', '听到', '锦衣卫', '的', '报告', '，', '手上', '的', '调羹', '啪嗒', '一声', '掉', '到', '了', '地上', '。']",军阀治世.txt
Ns,Nh,"(0, 1)","(4, 5)",崇祯,杨嗣昌,"['崇祯', '火急火燎', '的', '把', '杨嗣昌', '拉', '了', '起来', '，', '然后', '拍', '着', '桌子', '，', '浑身', '颤抖', '的', '怒', '道', '：', '“', '赵岩', '此子', '竟敢', '，', '竟敢', '清君侧', '，', '真是', '气煞', '朕', '了', '。', '”']",军阀治世.txt
Ns,Nh,"(0, 1)","(3, 4)",崇祯,杨嗣昌,"['崇祯', '连忙', '将', '杨嗣昌', '扶', '起', '，', '问道', '：', '“', '他', '打', '的', '是', '什么', '名号', '？', '”']",军阀治世.txt
