Nh,Ns,"(0, 1)","(7, 8)",陶菊隐,湖南,"['陶菊隐', '（', '1898', '~', '1989', '）', '，', '湖南', '长沙人', '，', '民国', '时代', '的', '著名', '记者', '，', '近代', '军阀史', '的', '权威', '见证者', '和', '整理', '研究者', '。']"
Nh,Nh,"(11, 12)","(14, 15)",赵继贤,吴佩孚,"['31日', '，', '杨', '等', '回到', '郑州', '后', '，', '工人', '代表', '认为', '赵继贤', '口是心非', '，', '吴佩孚', '无理', '干涉', '，', '为了', '争取', '工人', '自己', '的', '民主', '权利', '，', '决定', '如期', '召开', '大会', '。']"
Nh,Ns,"(3, 4)","(6, 7)",靳云鹗,郑州,"['2月', '1日', '，', '靳云鹗', '颁布', '了', '郑州', '戒严令', '，', '并', '派', '大批', '军警', '分途', '警戒', '，', '惶惶', '如临大敌', '。']"
Nh,Nh,"(33, 34)","(37, 38)",赵继贤,冯,"['2月', '4日', '，', '在', '总工会', '的', '领导', '下', '，', '京', '汉', '铁路', '全路', '工人', '爆发', '了', '为', '争', '人权', '、', '争', '自由', '而', '战', '的', '政治性', '大', '罢工', '，', '并', '提出', '撤换', '局长', '赵继贤', '、', '南段', '处长', '冯\ue000', 'NC144', '\ue002', '、', '郑州', '警察', '局长', '黄殿辰', '以及', '军警', '撤出', '工会', '和', '赔偿', '损失', '等', '要求', '。']"
Nh,Ns,"(37, 38)","(41, 42)",冯,郑州,"['2月', '4日', '，', '在', '总工会', '的', '领导', '下', '，', '京', '汉', '铁路', '全路', '工人', '爆发', '了', '为', '争', '人权', '、', '争', '自由', '而', '战', '的', '政治性', '大', '罢工', '，', '并', '提出', '撤换', '局长', '赵继贤', '、', '南段', '处长', '冯\ue000', 'NC144', '\ue002', '、', '郑州', '警察', '局长', '黄殿辰', '以及', '军警', '撤出', '工会', '和', '赔偿', '损失', '等', '要求', '。']"
Nh,Nh,"(37, 38)","(44, 45)",冯,黄殿辰,"['2月', '4日', '，', '在', '总工会', '的', '领导', '下', '，', '京', '汉', '铁路', '全路', '工人', '爆发', '了', '为', '争', '人权', '、', '争', '自由', '而', '战', '的', '政治性', '大', '罢工', '，', '并', '提出', '撤换', '局长', '赵继贤', '、', '南段', '处长', '冯\ue000', 'NC144', '\ue002', '、', '郑州', '警察', '局长', '黄殿辰', '以及', '军警', '撤出', '工会', '和', '赔偿', '损失', '等', '要求', '。']"
Ns,Nh,"(41, 42)","(44, 45)",郑州,黄殿辰,"['2月', '4日', '，', '在', '总工会', '的', '领导', '下', '，', '京', '汉', '铁路', '全路', '工人', '爆发', '了', '为', '争', '人权', '、', '争', '自由', '而', '战', '的', '政治性', '大', '罢工', '，', '并', '提出', '撤换', '局长', '赵继贤', '、', '南段', '处长', '冯\ue000', 'NC144', '\ue002', '、', '郑州', '警察', '局长', '黄殿辰', '以及', '军警', '撤出', '工会', '和', '赔偿', '损失', '等', '要求', '。']"
Nh,Ns,"(3, 4)","(7, 8)",吴佩孚,湖北,"['2月', '5日', '，', '吴佩孚', '手下', '大将', '、', '湖北', '督军', '萧耀', '南', '派', '汉口镇', '守使署', '参谋长', '张厚生', '到', '江岸', '工会', '，', '要求', '交出', '工人', '代表', '杨德甫', '等', '五', '人', '，', '工会', '严词', '拒绝', '。']"
Nh,Nh,"(3, 4)","(9, 10)",吴佩孚,萧耀,"['2月', '5日', '，', '吴佩孚', '手下', '大将', '、', '湖北', '督军', '萧耀', '南', '派', '汉口镇', '守使署', '参谋长', '张厚生', '到', '江岸', '工会', '，', '要求', '交出', '工人', '代表', '杨德甫', '等', '五', '人', '，', '工会', '严词', '拒绝', '。']"
Ns,Nh,"(7, 8)","(9, 10)",湖北,萧耀,"['2月', '5日', '，', '吴佩孚', '手下', '大将', '、', '湖北', '督军', '萧耀', '南', '派', '汉口镇', '守使署', '参谋长', '张厚生', '到', '江岸', '工会', '，', '要求', '交出', '工人', '代表', '杨德甫', '等', '五', '人', '，', '工会', '严词', '拒绝', '。']"
Ns,Ns,"(7, 8)","(12, 13)",湖北,汉口镇,"['2月', '5日', '，', '吴佩孚', '手下', '大将', '、', '湖北', '督军', '萧耀', '南', '派', '汉口镇', '守使署', '参谋长', '张厚生', '到', '江岸', '工会', '，', '要求', '交出', '工人', '代表', '杨德甫', '等', '五', '人', '，', '工会', '严词', '拒绝', '。']"
Nh,Ns,"(9, 10)","(12, 13)",萧耀,汉口镇,"['2月', '5日', '，', '吴佩孚', '手下', '大将', '、', '湖北', '督军', '萧耀', '南', '派', '汉口镇', '守使署', '参谋长', '张厚生', '到', '江岸', '工会', '，', '要求', '交出', '工人', '代表', '杨德甫', '等', '五', '人', '，', '工会', '严词', '拒绝', '。']"
Nh,Nh,"(9, 10)","(15, 16)",萧耀,张厚生,"['2月', '5日', '，', '吴佩孚', '手下', '大将', '、', '湖北', '督军', '萧耀', '南', '派', '汉口镇', '守使署', '参谋长', '张厚生', '到', '江岸', '工会', '，', '要求', '交出', '工人', '代表', '杨德甫', '等', '五', '人', '，', '工会', '严词', '拒绝', '。']"
Ns,Nh,"(12, 13)","(15, 16)",汉口镇,张厚生,"['2月', '5日', '，', '吴佩孚', '手下', '大将', '、', '湖北', '督军', '萧耀', '南', '派', '汉口镇', '守使署', '参谋长', '张厚生', '到', '江岸', '工会', '，', '要求', '交出', '工人', '代表', '杨德甫', '等', '五', '人', '，', '工会', '严词', '拒绝', '。']"
Ni,Nh,"(2, 5)","(7, 8)",武汉工团联合会,施洋,"['同一天', '，', '武汉', '工团', '联合会', '法律', '顾问', '施洋', '在', '自己', '的', '住宅', '被捕', '。']"
Nh,Ns,"(3, 4)","(5, 6)",靳云鹗,郑州,"['2月', '5日', '，', '靳云鹗', '在', '郑州', '捕去', '工会', '职员', '王宗培', '等', '五', '人', '，', '手', '镣', '脚铐', '，', '毒刑', '拷打', '，', '强迫', '他们', '下令', '开工', '，', '他们', '都', '抵死', '不', '肯', '屈服', '。']"
Nh,Nh,"(3, 4)","(9, 10)",靳云鹗,王宗培,"['2月', '5日', '，', '靳云鹗', '在', '郑州', '捕去', '工会', '职员', '王宗培', '等', '五', '人', '，', '手', '镣', '脚铐', '，', '毒刑', '拷打', '，', '强迫', '他们', '下令', '开工', '，', '他们', '都', '抵死', '不', '肯', '屈服', '。']"
Ns,Nh,"(5, 6)","(9, 10)",郑州,王宗培,"['2月', '5日', '，', '靳云鹗', '在', '郑州', '捕去', '工会', '职员', '王宗培', '等', '五', '人', '，', '手', '镣', '脚铐', '，', '毒刑', '拷打', '，', '强迫', '他们', '下令', '开工', '，', '他们', '都', '抵死', '不', '肯', '屈服', '。']"
Nh,Ns,"(14, 15)","(21, 22)",史文彬,保定,"['同日', '，', '曹锟派', '兵', '三', '营', '到', '长辛店', '，', '捕', '去', '工会', '分会', '职工', '史文彬', '等', '11', '人', '，', '解', '往', '保定', '审理', '。']"
Ns,Ns,"(0, 1)","(2, 3)",信阳,驻马店,"['信阳', '、', '驻马店', '、', '广水', '等', '站', '也', '有', '同样', '事件', '发生', '。']"
Ns,Ns,"(0, 1)","(4, 5)",信阳,广水,"['信阳', '、', '驻马店', '、', '广水', '等', '站', '也', '有', '同样', '事件', '发生', '。']"
Ns,Ns,"(2, 3)","(4, 5)",驻马店,广水,"['信阳', '、', '驻马店', '、', '广水', '等', '站', '也', '有', '同样', '事件', '发生', '。']"
Ns,Nh,"(6, 7)","(8, 9)",福州,孙传芳,"['四', '“', '援闽军', '”', '开', '抵', '福州', '，', '孙传芳', '接任', '福建', '督理', '。']"
Ns,Ns,"(6, 7)","(10, 11)",福州,福建,"['四', '“', '援闽军', '”', '开', '抵', '福州', '，', '孙传芳', '接任', '福建', '督理', '。']"
Nh,Ns,"(8, 9)","(10, 11)",孙传芳,福建,"['四', '“', '援闽军', '”', '开', '抵', '福州', '，', '孙传芳', '接任', '福建', '督理', '。']"
Nh,Ns,"(0, 1)","(1, 2)",沈鸿,英,"['沈鸿', '英', '进攻', '广州', '失败', '。']"
Nh,Ns,"(0, 1)","(3, 4)",沈鸿,广州,"['沈鸿', '英', '进攻', '广州', '失败', '。']"
Ns,Ns,"(1, 2)","(3, 4)",英,广州,"['沈鸿', '英', '进攻', '广州', '失败', '。']"
Nh,Ns,"(0, 1)","(3, 4)",陈炯明,东江,"['陈炯明', '旧部', '在', '东江', '叛变']"
Ns,Nh,"(10, 11)","(11, 12)",福建,孙,"['闽', '、', '粤', '两', '省', '督理', '命令', '发表', '前', '，', '福建', '孙', '皖', '两', '系', '的', '合作', '关系', '已经', '日益', '动摇', '，', '讨贼', '军许', '崇智', '等', '部', '取道', '闽南', '回粤', '，', '北方', '“', '援闽军', '”', '由', '赣东', '向', '闽边', '推进', '，', '王永泉', '、', '臧致', '平等', '也', '都', '竭力', '讨好', '北京', '政府', '以', '求', '自保', '。']"
Ns,Nh,"(36, 37)","(41, 42)",赣东,王永泉,"['闽', '、', '粤', '两', '省', '督理', '命令', '发表', '前', '，', '福建', '孙', '皖', '两', '系', '的', '合作', '关系', '已经', '日益', '动摇', '，', '讨贼', '军许', '崇智', '等', '部', '取道', '闽南', '回粤', '，', '北方', '“', '援闽军', '”', '由', '赣东', '向', '闽边', '推进', '，', '王永泉', '、', '臧致', '平等', '也', '都', '竭力', '讨好', '北京', '政府', '以', '求', '自保', '。']"
Ns,Nh,"(12, 13)","(19, 20)",福州,林森,"['王永泉', '利用', '驻', '闽', '海军', '排斥', '国民党', '，', '2月', '8日', '嗾', '使', '福州', '“', '公民团', '”', '驱逐', '国民党', '省长', '林森', '下台', '，', '推举', '海军', '领袖', '萨镇', '冰复', '任', '省长', '。']"
Nh,Ns,"(19, 20)","(25, 26)",林森,萨镇,"['王永泉', '利用', '驻', '闽', '海军', '排斥', '国民党', '，', '2月', '8日', '嗾', '使', '福州', '“', '公民团', '”', '驱逐', '国民党', '省长', '林森', '下台', '，', '推举', '海军', '领袖', '萨镇', '冰复', '任', '省长', '。']"
Nh,Nh,"(18, 19)","(20, 21)",邵武,建宁,"['另一方面', '，', '他', '还', '采取', '了', '分化', '“', '援', '闽军', '”', '的', '策略', '，', '愿意', '让出', '光泽', '、', '邵武', '、', '建宁', '、', '泰宁', '四', '县', '为', '“', '援', '闽军', '”', '先锋', '第十二', '师', '周荫人部', '的', '防地', '，', '以', '交换', '周荫人', '脱离', '孙传芳', '的', '关系', '，', '与', '之', '合作', '。']"
Nh,Ns,"(18, 19)","(22, 23)",邵武,泰宁,"['另一方面', '，', '他', '还', '采取', '了', '分化', '“', '援', '闽军', '”', '的', '策略', '，', '愿意', '让出', '光泽', '、', '邵武', '、', '建宁', '、', '泰宁', '四', '县', '为', '“', '援', '闽军', '”', '先锋', '第十二', '师', '周荫人部', '的', '防地', '，', '以', '交换', '周荫人', '脱离', '孙传芳', '的', '关系', '，', '与', '之', '合作', '。']"
Nh,Ns,"(20, 21)","(22, 23)",建宁,泰宁,"['另一方面', '，', '他', '还', '采取', '了', '分化', '“', '援', '闽军', '”', '的', '策略', '，', '愿意', '让出', '光泽', '、', '邵武', '、', '建宁', '、', '泰宁', '四', '县', '为', '“', '援', '闽军', '”', '先锋', '第十二', '师', '周荫人部', '的', '防地', '，', '以', '交换', '周荫人', '脱离', '孙传芳', '的', '关系', '，', '与', '之', '合作', '。']"
Nh,Nh,"(3, 4)","(5, 6)",萨镇冰,刘冠雄,"['3月', '15日', '，', '萨镇冰', '、', '刘冠雄', '通电', '接受', '北京', '政府', '所委', '“', '办理', '福建', '善后', '事宜', '”', '的', '职务', '，', '请', '孙传芳', '来', '闽', '共同', '办理', '“', '善后', '”', '，', '并', '请', '北京', '政府', '饬', '“', '援', '闽军', '”', '遵照', '1月', '22日', '的', '命令', '，', '停止', '开', '入', '闽境', '。']"
Nh,Ni,"(3, 4)","(8, 11)",萨镇冰,北京政府所委,"['3月', '15日', '，', '萨镇冰', '、', '刘冠雄', '通电', '接受', '北京', '政府', '所委', '“', '办理', '福建', '善后', '事宜', '”', '的', '职务', '，', '请', '孙传芳', '来', '闽', '共同', '办理', '“', '善后', '”', '，', '并', '请', '北京', '政府', '饬', '“', '援', '闽军', '”', '遵照', '1月', '22日', '的', '命令', '，', '停止', '开', '入', '闽境', '。']"
Nh,Ni,"(5, 6)","(8, 11)",刘冠雄,北京政府所委,"['3月', '15日', '，', '萨镇冰', '、', '刘冠雄', '通电', '接受', '北京', '政府', '所委', '“', '办理', '福建', '善后', '事宜', '”', '的', '职务', '，', '请', '孙传芳', '来', '闽', '共同', '办理', '“', '善后', '”', '，', '并', '请', '北京', '政府', '饬', '“', '援', '闽军', '”', '遵照', '1月', '22日', '的', '命令', '，', '停止', '开', '入', '闽境', '。']"
Ni,Ns,"(8, 11)","(13, 14)",北京政府所委,福建,"['3月', '15日', '，', '萨镇冰', '、', '刘冠雄', '通电', '接受', '北京', '政府', '所委', '“', '办理', '福建', '善后', '事宜', '”', '的', '职务', '，', '请', '孙传芳', '来', '闽', '共同', '办理', '“', '善后', '”', '，', '并', '请', '北京', '政府', '饬', '“', '援', '闽军', '”', '遵照', '1月', '22日', '的', '命令', '，', '停止', '开', '入', '闽境', '。']"
Ni,Nh,"(2, 4)","(5, 6)",北京政府,曹,"['但是', '，', '北京', '政府', '在', '曹', '、', '吴', '的', '胁迫', '下', '，', '又', '于', '3月', '20日', '发表', '孙传芳', '为', '福建', '督理', '的', '命令', '。']"
Ni,Nh,"(2, 4)","(7, 8)",北京政府,吴,"['但是', '，', '北京', '政府', '在', '曹', '、', '吴', '的', '胁迫', '下', '，', '又', '于', '3月', '20日', '发表', '孙传芳', '为', '福建', '督理', '的', '命令', '。']"
Nh,Nh,"(5, 6)","(7, 8)",曹,吴,"['但是', '，', '北京', '政府', '在', '曹', '、', '吴', '的', '胁迫', '下', '，', '又', '于', '3月', '20日', '发表', '孙传芳', '为', '福建', '督理', '的', '命令', '。']"
Nh,Ns,"(17, 18)","(19, 20)",孙传芳,福建,"['但是', '，', '北京', '政府', '在', '曹', '、', '吴', '的', '胁迫', '下', '，', '又', '于', '3月', '20日', '发表', '孙传芳', '为', '福建', '督理', '的', '命令', '。']"
Ns,Nh,"(8, 9)","(10, 11)",福州,孙传芳,"['4月', '6日', '，', '第十二', '师', '兼程', '开', '到', '福州', '，', '孙传芳', '也', '于', '12日', '行', '抵', '福州', '。']"
Nh,Ns,"(10, 11)","(16, 17)",孙传芳,福州,"['4月', '6日', '，', '第十二', '师', '兼程', '开', '到', '福州', '，', '孙传芳', '也', '于', '12日', '行', '抵', '福州', '。']"
Nh,Ns,"(2, 3)","(4, 5)",孙传芳,福建,"['17日', '，', '孙传芳', '接任', '福建', '督理', '，', '王永泉', '取消', '福建', '总司令', '名义', '，', '退居', '军务', '帮办', '一', '职', '。']"
Nh,Nh,"(2, 3)","(7, 8)",孙传芳,王永泉,"['17日', '，', '孙传芳', '接任', '福建', '督理', '，', '王永泉', '取消', '福建', '总司令', '名义', '，', '退居', '军务', '帮办', '一', '职', '。']"
Nh,Ns,"(2, 3)","(9, 10)",孙传芳,福建,"['17日', '，', '孙传芳', '接任', '福建', '督理', '，', '王永泉', '取消', '福建', '总司令', '名义', '，', '退居', '军务', '帮办', '一', '职', '。']"
Ns,Nh,"(4, 5)","(7, 8)",福建,王永泉,"['17日', '，', '孙传芳', '接任', '福建', '督理', '，', '王永泉', '取消', '福建', '总司令', '名义', '，', '退居', '军务', '帮办', '一', '职', '。']"
Ns,Ns,"(4, 5)","(9, 10)",福建,福建,"['17日', '，', '孙传芳', '接任', '福建', '督理', '，', '王永泉', '取消', '福建', '总司令', '名义', '，', '退居', '军务', '帮办', '一', '职', '。']"
Nh,Ns,"(7, 8)","(9, 10)",王永泉,福建,"['17日', '，', '孙传芳', '接任', '福建', '督理', '，', '王永泉', '取消', '福建', '总司令', '名义', '，', '退居', '军务', '帮办', '一', '职', '。']"
Ns,Ns,"(9, 10)","(12, 13)",青岛,上海,"['福建', '局势', '发生', '变动', '前', '，', '4月', '8日', '由', '青岛', '开', '抵', '上海', '的', '海军', '第一', '舰队', '，', '以', '海筹', '舰长', '许建廷', '为首', '，', '联合', '永绩', '、', '建康', '两', '舰', '长', '及', '列字', '艇长', '，', '通电', '宣布', '“', '福建', '自治', '”', '，', '公推林', '建章', '为', '海军', '领袖', '，', '称', '黎', '元洪', '为', '“', '先生', '”', '，', '拒绝', '孙传芳', '入', '闽', '，', '并且', '表示', '了', '赞成', '联省', '自治', '的', '态度', '。']"
Ns,Nh,"(38, 39)","(43, 44)",福建,建章,"['福建', '局势', '发生', '变动', '前', '，', '4月', '8日', '由', '青岛', '开', '抵', '上海', '的', '海军', '第一', '舰队', '，', '以', '海筹', '舰长', '许建廷', '为首', '，', '联合', '永绩', '、', '建康', '两', '舰', '长', '及', '列字', '艇长', '，', '通电', '宣布', '“', '福建', '自治', '”', '，', '公推林', '建章', '为', '海军', '领袖', '，', '称', '黎', '元洪', '为', '“', '先生', '”', '，', '拒绝', '孙传芳', '入', '闽', '，', '并且', '表示', '了', '赞成', '联省', '自治', '的', '态度', '。']"
Nh,Nh,"(43, 44)","(50, 51)",建章,元洪,"['福建', '局势', '发生', '变动', '前', '，', '4月', '8日', '由', '青岛', '开', '抵', '上海', '的', '海军', '第一', '舰队', '，', '以', '海筹', '舰长', '许建廷', '为首', '，', '联合', '永绩', '、', '建康', '两', '舰', '长', '及', '列字', '艇长', '，', '通电', '宣布', '“', '福建', '自治', '”', '，', '公推林', '建章', '为', '海军', '领袖', '，', '称', '黎', '元洪', '为', '“', '先生', '”', '，', '拒绝', '孙传芳', '入', '闽', '，', '并且', '表示', '了', '赞成', '联省', '自治', '的', '态度', '。']"
Nh,Nh,"(50, 51)","(57, 58)",元洪,孙传芳,"['福建', '局势', '发生', '变动', '前', '，', '4月', '8日', '由', '青岛', '开', '抵', '上海', '的', '海军', '第一', '舰队', '，', '以', '海筹', '舰长', '许建廷', '为首', '，', '联合', '永绩', '、', '建康', '两', '舰', '长', '及', '列字', '艇长', '，', '通电', '宣布', '“', '福建', '自治', '”', '，', '公推林', '建章', '为', '海军', '领袖', '，', '称', '黎', '元洪', '为', '“', '先生', '”', '，', '拒绝', '孙传芳', '入', '闽', '，', '并且', '表示', '了', '赞成', '联省', '自治', '的', '态度', '。']"
Ns,Ns,"(32, 33)","(34, 35)",福建,浙江,"['海军', '官兵', '以', '闽籍', '为', '最', '多', '，', '他们', '关怀', '故乡', '是', '可以', '理解', '的', '，', '但', '此', '中', '另', '有', '孙皖', '同盟', '的', '政治', '内幕', '：', '由于', '直系', '的', '势力', '达到', '福建', '，', '浙江', '和', '广东', '都', '受到', '严重', '威胁', '，', '所以', '安福系', '分子', '福建', '人', '曾', '毓隽', '，', '通过', '乃弟', '曾', '以', '鼎', '与', '海军', '的', '关系', '，', '策动', '海军', '发难', '，', '企图', '以', '上海', '为', '根据地', '，', '联合', '奉', '皖', '两', '系', '与', '孙中山', '的', '势力', '，', '大举', '向', '直', '系', '进攻', '。']"
Ns,Ns,"(32, 33)","(36, 37)",福建,广东,"['海军', '官兵', '以', '闽籍', '为', '最', '多', '，', '他们', '关怀', '故乡', '是', '可以', '理解', '的', '，', '但', '此', '中', '另', '有', '孙皖', '同盟', '的', '政治', '内幕', '：', '由于', '直系', '的', '势力', '达到', '福建', '，', '浙江', '和', '广东', '都', '受到', '严重', '威胁', '，', '所以', '安福系', '分子', '福建', '人', '曾', '毓隽', '，', '通过', '乃弟', '曾', '以', '鼎', '与', '海军', '的', '关系', '，', '策动', '海军', '发难', '，', '企图', '以', '上海', '为', '根据地', '，', '联合', '奉', '皖', '两', '系', '与', '孙中山', '的', '势力', '，', '大举', '向', '直', '系', '进攻', '。']"
Ns,Ns,"(34, 35)","(36, 37)",浙江,广东,"['海军', '官兵', '以', '闽籍', '为', '最', '多', '，', '他们', '关怀', '故乡', '是', '可以', '理解', '的', '，', '但', '此', '中', '另', '有', '孙皖', '同盟', '的', '政治', '内幕', '：', '由于', '直系', '的', '势力', '达到', '福建', '，', '浙江', '和', '广东', '都', '受到', '严重', '威胁', '，', '所以', '安福系', '分子', '福建', '人', '曾', '毓隽', '，', '通过', '乃弟', '曾', '以', '鼎', '与', '海军', '的', '关系', '，', '策动', '海军', '发难', '，', '企图', '以', '上海', '为', '根据地', '，', '联合', '奉', '皖', '两', '系', '与', '孙中山', '的', '势力', '，', '大举', '向', '直', '系', '进攻', '。']"
Nh,Nh,"(0, 1)","(7, 8)",许建廷,卢永祥,"['许建廷', '等', '的', '庚电', '发表', '后', '，', '卢永祥', '发表', '真电', '(', '11日', ')', '、', '张作霖', '发表', '元电', '(', '13日', ')', '、', '臧致平', '发表', '盐电', '(', '14日', ')', '予以', '响应', '。']"
Nh,Nh,"(7, 8)","(14, 15)",卢永祥,张作霖,"['许建廷', '等', '的', '庚电', '发表', '后', '，', '卢永祥', '发表', '真电', '(', '11日', ')', '、', '张作霖', '发表', '元电', '(', '13日', ')', '、', '臧致平', '发表', '盐电', '(', '14日', ')', '予以', '响应', '。']"
Nh,Nh,"(14, 15)","(21, 22)",张作霖,臧致平,"['许建廷', '等', '的', '庚电', '发表', '后', '，', '卢永祥', '发表', '真电', '(', '11日', ')', '、', '张作霖', '发表', '元电', '(', '13日', ')', '、', '臧致平', '发表', '盐电', '(', '14日', ')', '予以', '响应', '。']"
Nh,Nh,"(0, 1)","(5, 6)",卢永祥,潘国纲部,"['卢永祥', '派', '浙军', '第一', '师', '潘国纲部', '进驻', '浦城', '，', '18日', '，', '臧致平', '在', '厦门', '宣布', '独立', '，', '浙闽', '战争', '大', '有', '一触即发', '之', '势', '。']"
Nh,Ns,"(0, 1)","(7, 8)",卢永祥,浦城,"['卢永祥', '派', '浙军', '第一', '师', '潘国纲部', '进驻', '浦城', '，', '18日', '，', '臧致平', '在', '厦门', '宣布', '独立', '，', '浙闽', '战争', '大', '有', '一触即发', '之', '势', '。']"
Nh,Ns,"(5, 6)","(7, 8)",潘国纲部,浦城,"['卢永祥', '派', '浙军', '第一', '师', '潘国纲部', '进驻', '浦城', '，', '18日', '，', '臧致平', '在', '厦门', '宣布', '独立', '，', '浙闽', '战争', '大', '有', '一触即发', '之', '势', '。']"
Nh,Nh,"(5, 6)","(11, 12)",潘国纲部,臧致平,"['卢永祥', '派', '浙军', '第一', '师', '潘国纲部', '进驻', '浦城', '，', '18日', '，', '臧致平', '在', '厦门', '宣布', '独立', '，', '浙闽', '战争', '大', '有', '一触即发', '之', '势', '。']"
Ns,Nh,"(7, 8)","(11, 12)",浦城,臧致平,"['卢永祥', '派', '浙军', '第一', '师', '潘国纲部', '进驻', '浦城', '，', '18日', '，', '臧致平', '在', '厦门', '宣布', '独立', '，', '浙闽', '战争', '大', '有', '一触即发', '之', '势', '。']"
Ns,Ns,"(7, 8)","(13, 14)",浦城,厦门,"['卢永祥', '派', '浙军', '第一', '师', '潘国纲部', '进驻', '浦城', '，', '18日', '，', '臧致平', '在', '厦门', '宣布', '独立', '，', '浙闽', '战争', '大', '有', '一触即发', '之', '势', '。']"
Nh,Ns,"(11, 12)","(13, 14)",臧致平,厦门,"['卢永祥', '派', '浙军', '第一', '师', '潘国纲部', '进驻', '浦城', '，', '18日', '，', '臧致平', '在', '厦门', '宣布', '独立', '，', '浙闽', '战争', '大', '有', '一触即发', '之', '势', '。']"
Nh,Ns,"(3, 4)","(6, 7)",沈鸿英,广东,"['但是', '，', '由于', '沈鸿英', '已', '在', '广东', '发动', '，', '孙中山', '没有', '余力', '出兵', '北伐', '，', '王永泉', '在', '北方', '“', '援闽军', '”', '的', '控制', '下', '，', '也', '不', '能', '有所作为', '。']"
Nh,Nh,"(3, 4)","(9, 10)",沈鸿英,孙中山,"['但是', '，', '由于', '沈鸿英', '已', '在', '广东', '发动', '，', '孙中山', '没有', '余力', '出兵', '北伐', '，', '王永泉', '在', '北方', '“', '援闽军', '”', '的', '控制', '下', '，', '也', '不', '能', '有所作为', '。']"
Ns,Nh,"(6, 7)","(9, 10)",广东,孙中山,"['但是', '，', '由于', '沈鸿英', '已', '在', '广东', '发动', '，', '孙中山', '没有', '余力', '出兵', '北伐', '，', '王永泉', '在', '北方', '“', '援闽军', '”', '的', '控制', '下', '，', '也', '不', '能', '有所作为', '。']"
Nh,Nh,"(9, 10)","(15, 16)",孙中山,王永泉,"['但是', '，', '由于', '沈鸿英', '已', '在', '广东', '发动', '，', '孙中山', '没有', '余力', '出兵', '北伐', '，', '王永泉', '在', '北方', '“', '援闽军', '”', '的', '控制', '下', '，', '也', '不', '能', '有所作为', '。']"
Nh,Nh,"(0, 1)","(2, 3)",孙传芳,卢永祥,"['孙传芳', '向', '卢永祥', '表示', '，', '自己', '并非', '吴佩孚', '的', '嫡系', '，', '决不', '侵犯', '浙江', '。']"
Nh,Nh,"(0, 1)","(7, 8)",孙传芳,吴佩孚,"['孙传芳', '向', '卢永祥', '表示', '，', '自己', '并非', '吴佩孚', '的', '嫡系', '，', '决不', '侵犯', '浙江', '。']"
Nh,Nh,"(2, 3)","(7, 8)",卢永祥,吴佩孚,"['孙传芳', '向', '卢永祥', '表示', '，', '自己', '并非', '吴佩孚', '的', '嫡系', '，', '决不', '侵犯', '浙江', '。']"
Nh,Ns,"(7, 8)","(13, 14)",吴佩孚,浙江,"['孙传芳', '向', '卢永祥', '表示', '，', '自己', '并非', '吴佩孚', '的', '嫡系', '，', '决不', '侵犯', '浙江', '。']"
Ni,Ni,"(1, 3)","(4, 8)",北京政府,上海海军四舰,"['同时', '北京', '政府', '对', '上海', '海军', '四', '舰', '不', '敢', '加以', '谴责', '，', '却', '用', '利诱', '手段', '笼络', '他们', '，', '因此', '浙', '、', '闽', '两', '省', '的', '紧张', '局势', '又', '暂时', '缓和', '下来', '。']"
Ni,Nh,"(3, 5)","(6, 7)",北京政府,王永泉,"['4月', '23日', '，', '北京', '政府', '派', '王永泉', '兼任', '建安护', '军使', '，', '周荫人', '兼任', '泉永镇', '守使', '。']"
Nh,Ns,"(6, 7)","(13, 14)",王永泉,泉永镇,"['4月', '23日', '，', '北京', '政府', '派', '王永泉', '兼任', '建安护', '军使', '，', '周荫人', '兼任', '泉永镇', '守使', '。']"
Nh,Nh,"(2, 3)","(4, 5)",王永泉,卢永祥,"['为了', '防止', '王永泉', '与', '卢永祥', '因', '防地', '相接', '而', '打成一片', '，', '5月', '21日', '，', '又', '调任', '王永泉', '为', '泉', '永护', '军使', '，', '周荫人', '改任', '闽北', '护军', '使', '。']"
Nh,Nh,"(2, 3)","(4, 5)",杨希闵,朱培德,"['滇军', '有', '杨希闵', '、', '朱培德', '两', '部', '，', '桂军', '有', '沈鸿英', '、', '刘震寰', '两', '部', '，', '粤军', '又', '有', '陈炯明', '旧部', '与', '魏邦', '平旧部', '之', '分', '，', '而', '滇军', '与', '桂军', '之间', '，', '滇桂军', '与', '粤军', '之间', '，', '又', '彼此', '互为', '壁垒', '，', '形同', '敌国', '。']"
Nh,Nh,"(4, 5)","(10, 11)",朱培德,沈鸿英,"['滇军', '有', '杨希闵', '、', '朱培德', '两', '部', '，', '桂军', '有', '沈鸿英', '、', '刘震寰', '两', '部', '，', '粤军', '又', '有', '陈炯明', '旧部', '与', '魏邦', '平旧部', '之', '分', '，', '而', '滇军', '与', '桂军', '之间', '，', '滇桂军', '与', '粤军', '之间', '，', '又', '彼此', '互为', '壁垒', '，', '形同', '敌国', '。']"
